"Refactor - C++","Toggle Function - Refactoring ","Shift+Alt+T","C/C++ Editor"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows"
"PyDev - Editor","Previous Method or Class","Shift+Ctrl+Up","PyDev editor scope"
"Window","Next Editor","Ctrl+F6","In Windows"
"Project","Rebuild Last Target","F9","In Windows"
"Edit","Shift Left","Shift+Tab","C/C++ Editor"
"Refactor - C++","Rename - Refactoring ","Shift+Alt+R","In C/C++ Views"
"Source","Remove Block Comment","Shift+Ctrl+\","C/C++ Editor"
"Task Repositories","Mark Task Incomplete","Shift+Alt+I","In Tasks Editor"
"Edit","Format","Shift+Ctrl+F","Editing in Structured Text Editors"
"JFormDesigner","Go to JFormDesigner form / Java code","Shift+Ctrl+D","In Windows"
"Text Editing","Reset Structure","Shift+Ctrl+Numpad_Multiply","Editing Text"
"Terminal view commands","Terminal view insert","Alt+R","Terminal widget context"
"Run/Debug","Previous Page of Memory","Shift+Ctrl+,","In Table Memory Rendering"
"Edit","Delete","Delete","In Windows"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files"
"UML2 Sequence Diagram Viewer Commands","Scroll right","Shift+Alt+Right","UML2 Sequence Diagram Viewer"
"Focused UI","Make Landmark","Shift+Ctrl+Alt+Up","In Windows"
"Task Repositories","Mark Task Complete","Shift+Alt+C","In Tasks Editor"
"Text Editing","Text End","Ctrl+End","Editing Text"
"Run/Debug","Run Java Application","Shift+Alt+X J","In Windows"
"File","&Create Module...","Ctrl+5","In Windows"
"File","Refresh","F5","In Windows"
"Source","Add Javadoc Comment","Shift+Alt+J","In Windows"
"Text Editing","Select Line End","Shift+End","Editing Text"
"Run/Debug","Debug Android Application","Shift+Alt+A D","In Windows"
"Window","Previous Editor","Shift+Ctrl+F6","In Windows"
"Edit","Toggle Block Selection","Shift+Alt+A","Editing Text"
"PyDev - Editor","Python Format Code","Shift+Ctrl+F","PyDev editor scope"
"Source","Format","Shift+Ctrl+F","Editing Ant Buildfiles"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In C/C++ Views"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Source","Indent Line","Ctrl+I","C/C++ Editor"
"File","&Import Modules","Ctrl+I","In Windows"
"Run/Debug","Run to Line","Ctrl+R","Debugging"
"Views","Show View (Outline)","Shift+Alt+Q O","In Windows"
"Navigate","Quick Outline","Shift+Ctrl+O","Task Markup Editor Source Context"
"Terminal view commands","Terminal view insert","Alt+E","Terminal widget context"
"Run/Debug","Next Page of Memory","Shift+Ctrl+.","In Table Memory Rendering"
"Source","References","Shift+Ctrl+G","C/C++ Editor"
"Edit","Toggle Insert Mode","Shift+Ctrl+Insert","Editing Text"
"Edit","Redo","Shift+Ctrl+Z","In Dialogs and Windows"
"Text Editing","Previous Word","Ctrl+Left","Editing Text"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text"
"Views","Show View (Cheat Sheets)","Shift+Alt+Q H","In Windows"
"Navigate","Open Task","Ctrl+F12","In Windows"
"PyDev - Editor","Add Comment Block","Ctrl+4","PyDev editor scope"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows"
"Source","Remove Occurrence Annotations","Shift+Alt+U","Editing Java Source"
"Navigate","Open Declaration","F3","In Windows"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text"
"Window","Quick Access","Ctrl+3","In Windows"
"Reverse Debugging Commands","Reverse Resume","Shift+F8","Debugging C/C++"
"PyDev - Editor","Python Collapse","Ctrl+-","PyDev editor scope"
"Terminal view commands","Terminal view insert","Alt+G","Terminal widget context"
"Task Repositories","Quick Outline","Ctrl+O","In Tasks Editor"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
"Navigate","Quick Outline","Ctrl+O","WikiText Markup Source Context"
"Search","File Search","Ctrl+H","In Windows"
"Task Repositories","Open Selected Task","Ctrl+Enter","In Tasks View"
"Views","Show View","Shift+Alt+Q Q","In Windows"
"Run/Debug","Run Java Applet","Shift+Alt+X A","In Windows"
"Jigloo","Pause/restart code parsing","Ctrl+Alt+P","Editing Text"
"Reverse Debugging Commands","Reverse Step Over","Shift+F6","Debugging C/C++"
"Source","References","Shift+Ctrl+G","In C/C++ Views"
"Task Repositories","New Subtask","Shift+Insert","In Tasks View"
"Run/Debug","Toggle Memory Monitors Pane","Ctrl+T","In Memory View"
"Refactor - Java","Extract Local Variable","Shift+Alt+L","In Windows"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Java Source"
"Text Editing","Delete Line","Ctrl+D","Editing Text"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"pepticcategory","Override/Implement Methods...","Shift+Alt+T O","PyDev editor scope"
"Run/Debug","Go to Address...","Ctrl+G","In Disassembly"
"Run/Debug","Debug","F11","In Windows"
"Task Repositories","New Local Task","Insert","In Tasks View"
"Focused UI","Show Context Quick View","Shift+Ctrl+Alt+Right","In Windows"
"File","Rename","F2","In Windows"
"Source","Rename In File","Shift+Alt+R","Editing Ant Buildfiles"
"Text Editing","Next Word","Ctrl+Right","Editing Text"
"Run/Debug","Run Android Application","Shift+Alt+A R","In Windows"
"Run/Debug","Resume","F8","Debugging"
"Task Editor","Maximize Part","Shift+Ctrl+M","In Tasks Editor"
"Window","Quick Access","Ctrl+`","In Windows"
"Navigate","Open Call Hierarchy","F2","C/C++ Editor"
"Window","Quick Switch Editor","Ctrl+E","In Windows"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"Source","Add Block Comment","Shift+Ctrl+/","C/C++ Editor"
"Task Repositories","Mark Task Unread","Shift+Alt+U","In Tasks Editor"
"Edit","Remove Block Comment","Shift+Ctrl+\","Editing in Structured Text Editors"
"Uncategorized","Show Markup Cheat Sheet","F1","WikiText Markup Source Context"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering"
"Navigate","Go to Matching Bracket","Shift+Ctrl+P","Editing Java Source"
"Source","Toggle Comment","Ctrl+7","Editing Java Source"
"UML2 Sequence Diagram Viewer Commands","Scroll up","Shift+Alt+Up","UML2 Sequence Diagram Viewer"
"Window","Show System Menu","Alt+-","In Windows"
"Navigate","Deactivate Task","Shift+Ctrl+F9","In Windows"
"Edit","Occurrences in File","Shift+Ctrl+A","Editing in Structured Text Editors"
"Edit","Copy","Ctrl+C","In Dialogs and Windows"
"Refactor - Java","Inline","Shift+Alt+I","In Windows"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text"
"Run/Debug","All Instances","Shift+Ctrl+N","In Windows"
"Source","Add Import","Shift+Ctrl+M","Editing Java Source"
"Views","Show View (Search)","Shift+Alt+Q S","In Windows"
"Git","Paste Repository Path or URI","Ctrl+V","In Git Repositories View"
"Run/Debug","Toggle Breakpoint","Shift+Ctrl+B","In Windows"
"PyDev - Editor","Deselect Enclosing Scope","Shift+Alt+Down","PyDev editor scope"
"Source","Open Declaration","F3","In Macro Expansion Hover"
"Navigate","Open Type Hierarchy","F4","In Windows"
"PyDev - Editor","Python Show Global Tokens (Editor)","Shift+Ctrl+T","PyDev editor scope"
"Edit","Select Previous C/C++ Element","Shift+Alt+Left","C/C++ Editor"
"Source","Quick Assist - Assign to field","Ctrl+2 F","Editing Java Source"
"Source","Toggle Mark Occurrences","Shift+Alt+O","Editing Java Source"
"Changelog","Insert ChangeLog entry","Ctrl+Alt+C","Comparing in an Editor"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View"
"File","Print","Ctrl+P","In Windows"
"PyDev - Run","Run custom tests","Ctrl+F9","PyDev editor scope"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text"
"Refactor - C++","Rename - Refactoring ","Shift+Alt+R","C/C++ Editor"
"PyDev - Editor","Python Un Collapse All","Ctrl+0","PyDev editor scope"
"JFormDesigner","New JFormDesigner Form","Shift+Ctrl+V","In Windows"
"Task Repositories","Mark Task Unread","Shift+Alt+U","In Tasks View"
"Navigate","Go To Previous Unread Task","Alt+Up","In Tasks View"
"Text Editing","Insert Line Above Current Line","Shift+Ctrl+Enter","Editing Text"
"Search","Open Search Dialog","Ctrl+H","In Windows"
"Navigate","Matching Character","Shift+Ctrl+P","Editing in Structured Text Editors"
"Views","Show View (Type Hierarchy)","Shift+Alt+Q T","In Windows"
"PyDev - Run","Set Next Statement","Ctrl+Alt+R","In Windows"
"Edit","Find Previous","Shift+Ctrl+K","Editing Text"
"Refactor - Java","Extract Method","Shift+Alt+M","In Windows"
"Views","Show View (Task List)","Shift+Alt+Q K","In Windows"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows"
"Window","Activate Editor","F12","In Windows"
"Source","Explore Macro Expansion","Ctrl+#","C/C++ Editor"
"Navigate","Quick Outline","Ctrl+O","Editing in Structured Text Editors"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files"
"Window","Previous Perspective","Shift+Ctrl+F8","In Windows"
"Run/Debug","Debug Ant Build","Shift+Alt+D Q","In Windows"
"Text Editing","To Upper Case","Shift+Ctrl+X","Editing Text"
"Edit","Modify &Parsing Expression","Ctrl+Alt+F6","In Windows"
"Navigate","Backward History","Alt+Left","In Windows"
"Makefile Source","Uncomment","Ctrl+\","Makefile Editor"
"Edit","Open Selection","F3","Editing in Structured Text Editors"
"Source","Quick Assist - Assign to local variable","Ctrl+2 L","Editing Java Source"
"Uncategorized","Copy","Ctrl+C","In Git Reflog View"
"Edit","Context Information","Shift+Ctrl+Space","In Dialogs and Windows"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"pepticcategory","Rename...","Shift+Alt+R","PyDev editor scope"
"Window","Switch to Editor","Shift+Ctrl+E","In Windows"
"Terminal view commands","Terminal view insert","Alt+P","Terminal widget context"
"Window","Show Key Assist","Shift+Ctrl+L","In Dialogs and Windows"
"Views","Show View (Javadoc)","Shift+Alt+Q J","In Windows"
"Edit","Find Next","Ctrl+K","Editing Text"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","C/C++ Editor"
"Text Editing","Duplicate Lines","Alt+D","Editing Text"
"pepticcategory","Inline Local Variable...","Shift+Alt+I","PyDev editor scope"
"pepticcategory","Extract Local Variable...","Shift+Alt+T L","PyDev editor scope"
"File","Close All","Shift+Ctrl+F4","In Windows"
"File","Properties","Alt+Enter","In Windows"
"Reverse Debugging Commands","Reverse Step Into","Shift+F5","Debugging C/C++"
"Terminal view commands","Terminal view insert","Alt+A","Terminal widget context"
"Editor Commands","Show outline","Ctrl+O","Specfile Editor Context"
"Run/Debug","Step Over","F6","Debugging"
"Run/Debug","Debug Java Application","Shift+Alt+D J","In Windows"
"Navigate","Open Resource","Shift+Ctrl+R","In Windows"
"Source","Show Source Quick Menu","Shift+Alt+S","C/C++ Editor"
"Navigate","Open Include Browser","Ctrl+Alt+I","C/C++ Editor"
"Source","Comment/Uncomment","Ctrl+/","C/C++ Editor"
"pepticcategory","Inline Local Variable...","Shift+Alt+T I","PyDev editor scope"
"PyDev - Editor","Python Show Global Tokens (Global)","Shift+Ctrl+T","PyDev view"
"Task Repositories","Show Tooltip Description","F4","In Tasks View"
"Source","Toggle Source/Header","Ctrl+Tab","C/C++ Editor"
"PyDev - Editor","Python Un Collapse","Ctrl+=","PyDev editor scope"
"Navigate","Search Repository for Task","Shift+Ctrl+F12","In Windows"
"pepticcategory","Extract Method...","Shift+Alt+M","PyDev editor scope"
"Task Repositories","Mark Task Read","Shift+Alt+R","In Tasks Editor"
"Task Repositories","Mark Task Complete","Shift+Alt+C","In Tasks View"
"Navigate","Open Call Hierarchy","F2","In C/C++ Views"
"Text Editing","Toggle Overwrite","Insert","Editing Text"
"Views","Show View (Variables)","Shift+Alt+Q V","In Windows"
"Android Refactorings","Extract Android String","Shift+Alt+A S","In Windows"
"Terminal view commands","Terminal view insert","Alt+V","Terminal widget context"
"Task Editor","Submit Task","Shift+Alt+S","In Tasks Editor"
"Text Editing","Line End","End","Editing Text"
"Run/Debug","Step Into","F5","Debugging"
"Editor Commands","Organize patches","Shift+Ctrl+O","Specfile Editor Context"
"File","Save","Ctrl+S","In Windows"
"Navigate","Previous Page","Shift+Alt+F7","In Windows"
"UML2 Sequence Diagram Viewer Commands","Go to associated message","Alt+R","UML2 Sequence Diagram Viewer"
"Edit","Quick Diff Toggle","Shift+Ctrl+Q","Editing Text"
"Window","Next View","Ctrl+F7","In Windows"
"Window","Next Editor","F1","In Windows"
"Navigate","Expand All","Shift+Ctrl+Numpad_Multiply","In Windows"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging"
"File","Save All","Shift+Ctrl+S","In Windows"
"Refactor - C++","Extract Function - Refactoring ","Shift+Alt+M","C/C++ Editor"
"File","Close","Ctrl+F4","In Windows"
"PyDev - Run","Relaunch last pydev launch","Shift+Ctrl+F9","PyDev editor scope"
"Search","Show Occurrences in File Quick Menu","Shift+Ctrl+U","In Windows"
"Makefile Source","Comment","Ctrl+/","Makefile Editor"
"Text Editing","Select Next Word","Shift+Ctrl+Right","Editing Text"
"Changelog","Prepare Commit","Ctrl+Alt+V","Editing Text"
"Refactor - Java","Move - Refactoring ","Shift+Alt+V","In Windows"
"Text Editing","Select Line Start","Shift+Home","Editing Text"
"Run/Debug","Force Return","Shift+Alt+F","In Windows"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text"
"Navigate","Last Edit Location","Ctrl+Q","In Windows"
"Jigloo","Toggle between source and form editor","Ctrl+Alt+T","Editing Text"
"File","New","Ctrl+N","In Windows"
"Edit","Add Block Comment","Shift+Ctrl+/","Editing in Structured Text Editors"
"Task Repositories","Mark Task Read","Shift+Alt+R","In Tasks View"
"Changelog","Prepare Changelog In Editor","Ctrl+Alt+P","Comparing in an Editor"
"Navigate","Open Type in Hierarchy","Shift+Ctrl+H","In Windows"
"Source","Back","Alt+Left","In Macro Expansion Hover"
"Text Editing","Delete to End of Line","Shift+Ctrl+Delete","Editing Text"
"Edit","Find and Replace","Ctrl+F","In Windows"
"Navigate","Go to Line","Ctrl+L","Editing Text"
"Source","Format","Shift+Ctrl+F","Editing Java Source"
"Run/Debug","Run Ant Build","Shift+Alt+X Q","In Windows"
"Edit","Select Next Element","Shift+Alt+Right","Editing Java Source"
"Views","Show View (Problems)","Shift+Alt+Q X","In Windows"
"Text Editing","Move Lines Down","Alt+Down","Editing Text"
"Navigate","Previous","Ctrl+,","In Windows"
"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles"
"PyDev - Run","Run editor with current interpreter","F9","PyDev editor scope"
"Navigate","Open Remote Task","Shift+Ctrl+Alt+F12","In Windows"
"Edit","Select Next C/C++ Element","Shift+Alt+Right","C/C++ Editor"
"Source","Open Declaration","F3","In C/C++ Views"
"PyDev - Editor","Remove Comment Block","Ctrl+5","PyDev editor scope"
"Source","Surround With Quick Menu","Shift+Alt+Z","In Windows"
"Source","Go to Next Member","Shift+Ctrl+Down","C/C++ Editor"
"Terminal view commands","Terminal view insert","Alt+S","Terminal widget context"
"Edit","Select Previous Element","Shift+Alt+Left","Editing in Structured Text Editors"
"PyDev - Editor","Python Organize Imports","Shift+Ctrl+O","PyDev editor scope"
"PyDev - Editor","Offline Action for scripting","Ctrl+2","PyDev editor scope"
"pepticcategory","Generate Constructor using Fields...","Shift+Alt+T C","PyDev editor scope"
"PyDev - Editor","Python Toggle Comment","Ctrl+/","PyDev editor scope"
"PyDev - Editor","Python Show Outline","Ctrl+O","PyDev editor scope"
"Edit","Toggle Comment","Shift+Ctrl+C","Editing in Structured Text Editors"
"Navigate","Go To Next Unread Task","Alt+Down","In Tasks View"
"Edit","Select Enclosing C/C++ Element","Shift+Alt+Up","C/C++ Editor"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows"
"Source","Declaration","Ctrl+G","In C/C++ Views"
"PyDev - Editor","Python Go To Definition","F3","PyDev editor scope"
"Views","Show View (Synchronize)","Shift+Alt+Q Y","In Windows"
"Changelog","Prepare Changelog In Editor","Ctrl+Alt+P","Editing Text"
"Text Editing","To Lower Case","Shift+Ctrl+Y","Editing Text"
"Source","Add Include","Shift+Ctrl+N","C/C++ Editor"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editor Breadcrumb Navigation"
"Uncategorized","Display Command","Shift+Ctrl+D","PyDev editor scope"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows"
"Text Editing","Line Start","Home","Editing Text"
"PyDev - Editor","Python Uncomment","Ctrl+\","PyDev editor scope"
"Source","Quick Assist - Rename in file","Ctrl+2 R","Editing Java Source"
"Source","Go to Previous Member","Shift+Ctrl+Up","C/C++ Editor"
"Run/Debug","Go to Program Counter","Home","In Disassembly"
"Refactor - C++","Extract Constant - Refactoring ","Alt+C","C/C++ Editor"
"Git","Copy Path to Clipboard","Ctrl+C","In Git Repositories View"
"Navigate","Show In...","Shift+Alt+W","In Windows"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text"
"Views","Show View (History)","Shift+Alt+Q Z","In Windows"
"Views","Show View (Package Explorer)","Shift+Alt+Q P","In Windows"
"UML2 Sequence Diagram Viewer Commands","Scroll down","Shift+Alt+Down","UML2 Sequence Diagram Viewer"
"Editor Commands","Toggle Comment","Shift+Ctrl+C","Editing Text"
"Edit","Content Assist","Alt+/","Editing Text"
"PyDev - Editor","Next Method or Class","Shift+Ctrl+Down","PyDev editor scope"
"File","&Export Script...","Ctrl+4","In Windows"
"Refactor - C++","Extract Local Variable - Refactoring ","Shift+Alt+L","C/C++ Editor"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View"
"Uncategorized","Find all references","Shift+Ctrl+G","PyDev editor scope"
"Edit","Select Enclosing Element","Shift+Alt+Up","Editing in Structured Text Editors"
"Terminal view commands","Terminal view insert","Alt+W","Terminal widget context"
"Navigate","Go to Next Member","Shift+Ctrl+Down","Editing Java Source"
"Views","Show View (Declaration)","Shift+Alt+Q D","In Windows"
"Source","Forward","Alt+Right","In Macro Expansion Hover"
"Source","Add Block Comment","Shift+Ctrl+/","Editing Java Source"
"Navigate","Next Page","Alt+F7","In Windows"
"Changelog","Insert ChangeLog entry","Ctrl+Alt+C","Editing Text"
"Run/Debug","Step Return","F7","Debugging"
"Run/Debug","Close Rendering","Ctrl+W","In Memory View"
"Edit","Format Active Elements","Ctrl+I","Editing in Structured Text Editors"
"Run/Debug","Debug Java Applet","Shift+Alt+D A","In Windows"
"Navigate","Open Type Hierarchy","F4","C/C++ Editor"
"Edit","Previous Sibling","Shift+Ctrl+Up","Editing in Structured Text Editors"
"Edit","Paste","Ctrl+V","In Dialogs and Windows"
"Source","Toggle Mark Occurrences","Shift+Alt+O","C/C++ Editor"
"Run/Debug","New Rendering","Ctrl+N","In Memory View"
"Window","Next Perspective","Ctrl+F8","In Windows"
"Search","References in Workspace","Shift+Ctrl+G","In Windows"
"Changelog","Prepare Changelog","Ctrl+Alt+P","In Windows"
"Source","Toggle Comment","Ctrl+/","Editing Java Source"
"Edit","Select Next Element","Shift+Alt+Right","Editing in Structured Text Editors"
"Source","Format","Shift+Ctrl+F","C/C++ Editor"
"Run/Debug","Debug JUnit Test","Shift+Alt+D T","In Windows"
"PyDev - Editor","Go to Matching Bracket","Shift+Ctrl+P","PyDev editor scope"
"Navigate","Open Type Hierarchy","F4","In C/C++ Views"
"Run/Debug","Display","Shift+Ctrl+D","In Dialogs and Windows"
"Refactor - Java","Rename - Refactoring ","Shift+Alt+R","In Windows"
"Views","Show View (Error Log)","Shift+Alt+Q L","In Windows"
"Navigate","Open Type in Hierarchy","Shift+Ctrl+H","C/C++ Editor"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows"
"Task Repositories","Mark Task Read and Go To Previous Unread Task","Shift+Alt+Up","In Tasks View"
"Refactor - Java","Show Refactor Quick Menu","Shift+Alt+T","In Windows"
"PyDev - Editor","Python Collapse All","Ctrl+9","PyDev editor scope"
"Jigloo","Open Jigloo Preferences Page","Ctrl+Alt+J","Editing Text"
"Navigate","Open Type","Shift+Ctrl+T","In Windows"
"PyDev - Editor","Show Python Class Hierarchy","F4","PyDev editor scope"
"Window","Show View Menu","Ctrl+F10","In Dialogs and Windows"
"Navigate","Go to Previous Member","Shift+Ctrl+Up","Editing Java Source"
"Source","Sort Lines","Ctrl+Alt+S","C/C++ Editor"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text"
"Run/Debug","Inspect","Shift+Ctrl+I","In Dialogs and Windows"
"Source","Go to Matching Bracket","Shift+Ctrl+P","C/C++ Editor"
"Source","Organize Imports","Shift+Ctrl+O","In Windows"
"Text Editing","Join Lines","Ctrl+Alt+J","Editing Text"
"Source","Explore Macro Expansion","Ctrl+=","C/C++ Editor"
"Reverse Debugging Commands","Uncall","Shift+F7","Debugging C/C++"
"Edit","Restore Last C/C++ Selection","Shift+Alt+Down","C/C++ Editor"
"Navigate","Forward History","Alt+Right","In Windows"
"Edit","Restore Last Selection","Shift+Alt+Down","Editing in Structured Text Editors"
"Task Repositories","Mark Task Incomplete","Shift+Alt+I","In Tasks View"
"Navigate","Open Type in Hierarchy","Shift+Ctrl+H","In C/C++ Views"
"Source","Correct Indentation","Ctrl+I","Editing Java Source"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Properties Files"
"UML2 Sequence Diagram Viewer Commands","Scroll left","Shift+Alt+Left","UML2 Sequence Diagram Viewer"
"Focused UI","Make Less Interesting","Shift+Ctrl+Alt+Down","In Windows"
"Window","Previous View","Shift+Ctrl+F7","In Windows"
"Task Repositories","Mark Task Read and Go To Next Unread Task","Shift+Alt+Down","In Tasks View"
"Navigate","Next","Ctrl+.","In Windows"
"Views","Show View (Breakpoints)","Shift+Alt+Q B","In Windows"
"Navigate","Collapse All","Shift+Ctrl+Numpad_Divide","In Windows"
"Navigate","Open Include Browser","Ctrl+Alt+I","In C/C++ Views"
"Terminal view commands","Terminal view insert","Alt+F","Terminal widget context"
"Source","Toggle Ant Mark Occurrences","Shift+Alt+O","Editing Ant Buildfiles"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"File","Close All","Shift+Ctrl+W","In Windows"
"pepticcategory","Generate Properties...","Shift+Alt+T P","PyDev editor scope"
"Run","Run w/C&hart","Ctrl+Alt+F5","In Windows"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editing Java Source"
"Refactor - Java","Change Method Signature","Shift+Alt+C","In Windows"
"Project","Make Target Build","Shift+F9","In Windows"
"Makefile Source","Open declaration","F3","Makefile Editor"
"Run/Debug","Terminate","Ctrl+F2","Debugging"
"Edit","Select Enclosing Element","Shift+Alt+Up","Editing Java Source"
"Terminal view commands","Terminal view insert","Alt+H","Terminal widget context"
"Run/Debug","EOF","Ctrl+D","In I/O Console"
"Views","Show View (Console)","Shift+Alt+Q C","In Windows"
"UML2 Sequence Diagram Viewer Commands","Show node start ","Shift+Alt+Home","UML2 Sequence Diagram Viewer"
"PyDev - Editor","Interactive Console","Ctrl+Alt+Enter","PyDev editor scope"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"PyDev - Editor","Select Enclosing Scope","Shift+Alt+Up","PyDev editor scope"
"Edit","Cut","Shift+Delete","In Dialogs and Windows"
"Text Editing","Toggle Folding","Ctrl+Numpad_Divide","Editing Text"
